ID,weather,time,coupon,expiration,Y
15866,Sunny,10PM,Restaurant(<20),2h,0
17025,Sunny,6PM,Carry out & Take away,1d,1
21697,Rainy,10AM,Bar,1d,0
17203,Rainy,10PM,Bar,2h,0
11853,Sunny,2PM,Restaurant(<20),1d,1
21918,Sunny,10AM,Restaurant(<20),2h,1
12104,Sunny,6PM,Restaurant(<20),2h,1
19706,Snowy,7AM,Carry out & Take away,1d,1
13056,Sunny,10AM,Carry out & Take away,2h,0
18387,Sunny,10AM,Restaurant(<20),1d,1
11813,Sunny,2PM,Coffee House,1d,1
13092,Sunny,2PM,Restaurant(<20),1d,1
15572,Sunny,10AM,Bar,2h,0
16000,Sunny,7AM,Carry out & Take away,1d,1
14322,Sunny,7AM,Restaurant(20-50),2h,0
10098,Sunny,2PM,Coffee House,2h,1
12074,Sunny,10AM,Coffee House,2h,1
17114,Snowy,10PM,Carry out & Take away,1d,1
13605,Sunny,10AM,Carry out & Take away,2h,0
16582,Rainy,10AM,Coffee House,1d,1
20430,Rainy,10PM,Restaurant(20-50),2h,1
13363,Sunny,10AM,Carry out & Take away,2h,0
15421,Sunny,6PM,Coffee House,1d,0
10443,Sunny,6PM,Bar,1d,0
20083,Rainy,10AM,Coffee House,1d,1
11063,Sunny,10AM,Coffee House,2h,1
16281,Sunny,10AM,Coffee House,2h,0
19668,Sunny,10PM,Carry out & Take away,1d,1
11166,Sunny,10AM,Coffee House,2h,1
20444,Sunny,7AM,Restaurant(<20),1d,1
18547,Sunny,10PM,Restaurant(<20),1d,1
18396,Snowy,10PM,Carry out & Take away,1d,1
15480,Sunny,2PM,Restaurant(<20),2h,0
11989,Sunny,2PM,Coffee House,1d,0
11429,Sunny,7AM,Coffee House,2h,0
18675,Sunny,6PM,Coffee House,1d,1
11200,Sunny,2PM,Carry out & Take away,1d,1
22060,Rainy,7AM,Carry out & Take away,1d,0
16996,Sunny,7AM,Restaurant(<20),1d,1
13896,Sunny,6PM,Coffee House,2h,0
22521,Snowy,7AM,Coffee House,1d,0
13055,Sunny,10AM,Restaurant(<20),2h,0
12557,Sunny,7AM,Carry out & Take away,2h,1
12541,Sunny,10AM,Carry out & Take away,2h,1
19287,Sunny,7AM,Carry out & Take away,1d,1
21374,Sunny,10AM,Restaurant(<20),2h,1
21286,Snowy,10AM,Restaurant(<20),1d,1
21522,Sunny,10AM,Carry out & Take away,2h,1
17006,Snowy,10AM,Carry out & Take away,1d,0
14974,Sunny,10PM,Carry out & Take away,1d,1
21793,Sunny,6PM,Carry out & Take away,1d,1
15943,Sunny,2PM,Coffee House,1d,0
15443,Sunny,6PM,Coffee House,1d,0
13903,Sunny,6PM,Coffee House,2h,0
12533,Sunny,7AM,Bar,1d,1
15707,Sunny,6PM,Bar,2h,1
12729,Sunny,7AM,Bar,1d,0
14304,Sunny,7AM,Coffee House,1d,1
18283,Sunny,10PM,Restaurant(<20),2h,1
20859,Sunny,10AM,Restaurant(20-50),1d,1
13446,Sunny,7AM,Restaurant(<20),1d,1
18699,Snowy,10AM,Carry out & Take away,1d,0
18438,Rainy,10PM,Bar,2h,0
16900,Snowy,6PM,Coffee House,1d,1
12617,Sunny,6PM,Bar,1d,0
10829,Sunny,7AM,Coffee House,2h,1
11755,Sunny,10AM,Coffee House,2h,1
16571,Sunny,6PM,Coffee House,1d,0
12111,Sunny,7AM,Coffee House,2h,0
13555,Sunny,7AM,Carry out & Take away,2h,0
19290,Rainy,7AM,Bar,1d,0
19881,Sunny,10AM,Restaurant(<20),2h,0
10135,Sunny,2PM,Coffee House,2h,1
18585,Sunny,2PM,Restaurant(20-50),2h,0
21212,Sunny,6PM,Restaurant(<20),2h,0
18788,Sunny,10PM,Restaurant(<20),1d,1
10649,Sunny,7AM,Coffee House,2h,0
15105,Sunny,10AM,Bar,1d,0
18358,Sunny,6PM,Coffee House,1d,0
13635,Sunny,2PM,Carry out & Take away,1d,1
14711,Sunny,6PM,Coffee House,1d,0
14542,Sunny,7AM,Carry out & Take away,1d,1
14280,Sunny,7AM,Carry out & Take away,1d,1
21904,Sunny,10PM,Restaurant(20-50),1d,1
12656,Sunny,10AM,Bar,1d,1
17642,Sunny,6PM,Coffee House,2h,0
20069,Sunny,10PM,Restaurant(20-50),1d,0
14043,Sunny,10AM,Coffee House,2h,0
18958,Sunny,10PM,Carry out & Take away,1d,1
11669,Sunny,6PM,Restaurant(20-50),1d,1
13254,Sunny,2PM,Coffee House,1d,0
18128,Sunny,6PM,Coffee House,1d,0
20227,Snowy,7AM,Carry out & Take away,1d,1
17646,Rainy,10PM,Bar,2h,0
19877,Snowy,7AM,Carry out & Take away,1d,1
22421,Rainy,10AM,Bar,1d,0
19132,Sunny,7AM,Bar,1d,0
18344,Sunny,2PM,Restaurant(20-50),2h,0
10412,Sunny,2PM,Coffee House,2h,0
10131,Sunny,7AM,Coffee House,2h,1
15800,Sunny,10PM,Restaurant(<20),2h,1
21656,Sunny,10PM,Restaurant(20-50),2h,1
11549,Sunny,2PM,Coffee House,1d,0
15782,Sunny,7AM,Carry out & Take away,1d,0
21406,Rainy,7AM,Carry out & Take away,1d,0
14204,Sunny,6PM,Restaurant(<20),1d,1
18463,Sunny,2PM,Coffee House,1d,1
16965,Snowy,2PM,Coffee House,2h,1
17761,Rainy,10AM,Carry out & Take away,2h,1
16929,Snowy,7AM,Restaurant(20-50),1d,1
10927,Sunny,10AM,Carry out & Take away,2h,0
14008,Sunny,6PM,Coffee House,1d,1
15851,Sunny,10AM,Bar,1d,0
12887,Sunny,6PM,Coffee House,2h,1
17119,Snowy,2PM,Coffee House,2h,0
15458,Sunny,10AM,Coffee House,2h,0
21172,Snowy,2PM,Restaurant(<20),1d,1
13664,Sunny,7AM,Restaurant(20-50),1d,1
16144,Sunny,10AM,Coffee House,1d,1
11999,Sunny,6PM,Restaurant(20-50),1d,1
16347,Sunny,10AM,Coffee House,2h,1
17369,Snowy,7AM,Restaurant(20-50),1d,0
15942,Sunny,6PM,Restaurant(<20),1d,1
16111,Sunny,7AM,Carry out & Take away,1d,1
19649,Rainy,10AM,Coffee House,1d,1
15451,Sunny,7AM,Coffee House,2h,0
15079,Sunny,7AM,Coffee House,2h,1
20226,Rainy,7AM,Bar,1d,0
10808,Sunny,7AM,Coffee House,2h,0
12965,Sunny,6PM,Restaurant(<20),2h,1
17561,Sunny,6PM,Coffee House,2h,0
10445,Sunny,6PM,Coffee House,2h,1
17463,Sunny,6PM,Coffee House,2h,1
20122,Sunny,10PM,Carry out & Take away,1d,1
22197,Sunny,6PM,Restaurant(<20),2h,1
21278,Sunny,6PM,Restaurant(<20),2h,1
20677,Rainy,6PM,Bar,1d,0
14976,Sunny,7AM,Coffee House,2h,0
19844,Rainy,6PM,Bar,1d,1
16333,Sunny,10PM,Carry out & Take away,1d,0
18848,Sunny,10PM,Carry out & Take away,1d,1
10601,Sunny,10AM,Coffee House,2h,0
20461,Rainy,6PM,Bar,1d,0
10511,Sunny,7AM,Coffee House,2h,0
22275,Sunny,6PM,Restaurant(20-50),1d,1
17138,Snowy,10AM,Carry out & Take away,1d,0
15668,Sunny,7AM,Coffee House,2h,0
21869,Sunny,6PM,Restaurant(<20),2h,0
15337,Sunny,6PM,Coffee House,1d,1
20318,Sunny,10PM,Carry out & Take away,1d,1
14564,Sunny,7AM,Carry out & Take away,1d,1
22300,Rainy,7AM,Carry out & Take away,1d,1
14809,Sunny,10AM,Coffee House,2h,1
11405,Sunny,6PM,Restaurant(20-50),1d,0
20535,Sunny,10PM,Restaurant(<20),1d,1
20884,Sunny,10PM,Bar,2h,0
21039,Sunny,10AM,Carry out & Take away,2h,1
18502,Sunny,10PM,Restaurant(<20),2h,1
16155,Sunny,6PM,Coffee House,1d,1
10610,Sunny,7AM,Coffee House,2h,0
10327,Sunny,2PM,Coffee House,1d,1
15568,Sunny,6PM,Restaurant(<20),1d,0
13390,Sunny,10AM,Restaurant(20-50),1d,1
12230,Sunny,2PM,Coffee House,2h,0
16395,Sunny,6PM,Restaurant(<20),2h,1
13405,Sunny,10AM,Coffee House,2h,1
13624,Sunny,2PM,Restaurant(<20),1d,1
11335,Sunny,2PM,Coffee House,2h,1
11936,Sunny,7AM,Bar,1d,0
22468,Sunny,6PM,Carry out & Take away,1d,1
11311,Sunny,10AM,Restaurant(20-50),1d,0
19027,Rainy,10PM,Restaurant(20-50),2h,0
17179,Sunny,6PM,Carry out & Take away,1d,1
19309,Rainy,7AM,Carry out & Take away,2h,1
16011,Sunny,6PM,Coffee House,1d,1
21590,Sunny,7AM,Restaurant(20-50),2h,1
19534,Sunny,10PM,Carry out & Take away,1d,0
17374,Sunny,6PM,Coffee House,1d,0
19328,Snowy,10PM,Restaurant(<20),2h,0
12463,Sunny,6PM,Restaurant(<20),2h,1
19664,Sunny,10AM,Coffee House,2h,1
18377,Sunny,6PM,Carry out & Take away,2h,1
10772,Sunny,2PM,Restaurant(<20),1d,1
13296,Sunny,10AM,Bar,1d,0
10215,Sunny,2PM,Restaurant(<20),1d,1
16533,Sunny,7AM,Coffee House,2h,1
14526,Sunny,6PM,Restaurant(<20),1d,1
11890,Sunny,6PM,Coffee House,2h,1
15415,Sunny,2PM,Restaurant(<20),2h,1
15427,Sunny,10PM,Bar,1d,0
10077,Sunny,2PM,Restaurant(<20),1d,1
11269,Sunny,2PM,Coffee House,2h,0
10839,Sunny,10AM,Bar,1d,0
10413,Sunny,2PM,Coffee House,1d,0
15332,Sunny,10AM,Coffee House,1d,1
13653,Sunny,10AM,Restaurant(<20),2h,1
21472,Snowy,7AM,Coffee House,1d,0
15867,Sunny,10PM,Carry out & Take away,1d,1
13603,Sunny,10AM,Coffee House,2h,0
14058,Sunny,10PM,Carry out & Take away,1d,1
17322,Rainy,7AM,Restaurant(<20),2h,0
14625,Sunny,10PM,Bar,1d,1
17329,Snowy,6PM,Bar,1d,0
19975,Sunny,6PM,Restaurant(<20),1d,1
15217,Sunny,2PM,Restaurant(<20),2h,0
12262,Sunny,6PM,Bar,1d,0
21959,Sunny,10AM,Carry out & Take away,2h,1
22546,Sunny,6PM,Restaurant(<20),2h,1
15968,Sunny,10AM,Coffee House,1d,1
16512,Sunny,7AM,Coffee House,2h,1
17611,Sunny,2PM,Coffee House,1d,1
10368,Sunny,2PM,Coffee House,2h,1
10930,Sunny,2PM,Coffee House,1d,0
11100,Sunny,2PM,Restaurant(<20),1d,0
22467,Sunny,6PM,Carry out & Take away,2h,1
21411,Sunny,10PM,Bar,1d,1
10800,Sunny,6PM,Bar,1d,1
14818,Sunny,6PM,Restaurant(<20),2h,1
15362,Sunny,10PM,Restaurant(<20),2h,1
20699,Rainy,7AM,Bar,1d,1
13686,Sunny,7AM,Restaurant(20-50),1d,1
18468,Sunny,10PM,Carry out & Take away,2h,1
13288,Sunny,7AM,Coffee House,2h,0
19616,Rainy,7AM,Carry out & Take away,2h,0
22494,Sunny,6PM,Restaurant(20-50),1d,0
15877,Sunny,2PM,Coffee House,1d,0
17459,Rainy,6PM,Carry out & Take away,2h,1
22385,Sunny,10PM,Restaurant(20-50),1d,0
20494,Snowy,2PM,Bar,1d,0
15963,Sunny,2PM,Restaurant(<20),2h,1
13623,Sunny,7AM,Coffee House,2h,0
21595,Snowy,2PM,Restaurant(<20),1d,1
16224,Sunny,6PM,Coffee House,1d,1
22116,Rainy,6PM,Bar,2h,0
13076,Sunny,2PM,Coffee House,1d,1
22422,Sunny,10AM,Restaurant(<20),2h,0
19153,Sunny,10PM,Restaurant(20-50),1d,0
11939,Sunny,7AM,Restaurant(<20),1d,1
13902,Sunny,6PM,Restaurant(20-50),1d,0
16232,Sunny,7AM,Coffee House,2h,1
13807,Sunny,10AM,Coffee House,2h,0
13831,Sunny,10AM,Bar,1d,0
10641,Sunny,6PM,Coffee House,2h,0
19858,Sunny,10PM,Coffee House,1d,1
15414,Sunny,10AM,Coffee House,2h,1
20735,Sunny,7AM,Bar,1d,0
13764,Sunny,10AM,Carry out & Take away,2h,1
12686,Sunny,7AM,Restaurant(20-50),1d,0
20320,Snowy,2PM,Bar,1d,0
20118,Rainy,7AM,Bar,1d,1
11521,Sunny,7AM,Restaurant(<20),1d,0
17838,Sunny,10AM,Coffee House,1d,1
13918,Sunny,6PM,Coffee House,2h,0
22681,Snowy,7AM,Coffee House,1d,0
15825,Sunny,7AM,Coffee House,2h,1
22492,Rainy,10PM,Coffee House,2h,0
21916,Rainy,10AM,Bar,1d,1
20085,Sunny,10PM,Restaurant(<20),1d,1
10423,Sunny,6PM,Restaurant(20-50),1d,0
19004,Sunny,10PM,Carry out & Take away,1d,1
21139,Sunny,10PM,Restaurant(20-50),1d,1
12763,Sunny,10AM,Restaurant(<20),2h,0
12714,Sunny,10AM,Bar,1d,1
13350,Sunny,7AM,Restaurant(20-50),1d,0
21773,Rainy,7AM,Restaurant(<20),2h,1
11306,Sunny,2PM,Coffee House,2h,1
19989,Sunny,2PM,Restaurant(20-50),1d,0
12135,Sunny,7AM,Restaurant(20-50),1d,0
12974,Sunny,6PM,Restaurant(20-50),1d,1
21123,Sunny,7AM,Restaurant(20-50),2h,0
15831,Sunny,2PM,Restaurant(<20),2h,0
19298,Sunny,10AM,Carry out & Take away,1d,1
16370,Sunny,2PM,Restaurant(<20),2h,1
10648,Sunny,6PM,Coffee House,2h,0
13727,Sunny,6PM,Coffee House,2h,1
14762,Sunny,7AM,Carry out & Take away,1d,1
12348,Sunny,6PM,Coffee House,2h,0
19704,Sunny,7AM,Coffee House,1d,1
16869,Rainy,10AM,Carry out & Take away,2h,0
10989,Sunny,7AM,Coffee House,2h,0
18868,Sunny,10AM,Coffee House,2h,1
14071,Sunny,10AM,Bar,2h,0
12935,Sunny,7AM,Carry out & Take away,2h,0
15274,Sunny,10PM,Restaurant(<20),2h,0
17510,Sunny,10PM,Restaurant(<20),2h,1
14859,Sunny,6PM,Coffee House,1d,1
12087,Sunny,6PM,Restaurant(20-50),1d,0
16981,Sunny,6PM,Coffee House,1d,1
22149,Snowy,7AM,Coffee House,1d,0
10791,Sunny,2PM,Coffee House,1d,0
13011,Sunny,10AM,Restaurant(<20),2h,1
19529,Sunny,7AM,Coffee House,1d,1
16883,Sunny,7AM,Restaurant(<20),1d,0
17445,Rainy,10PM,Bar,2h,1
16436,Sunny,6PM,Coffee House,1d,0
10983,Sunny,6PM,Coffee House,2h,0
20915,Sunny,6PM,Carry out & Take away,1d,1
16095,Sunny,6PM,Restaurant(<20),1d,1
21993,Sunny,6PM,Restaurant(20-50),1d,1
10840,Sunny,2PM,Restaurant(<20),1d,0
17535,Snowy,10PM,Carry out & Take away,1d,1
18184,Sunny,6PM,Bar,2h,1
14259,Sunny,7AM,Carry out & Take away,1d,0
20712,Sunny,6PM,Bar,2h,1
13779,Sunny,10AM,Coffee House,2h,1
13835,Sunny,6PM,Bar,1d,0
20838,Snowy,10PM,Coffee House,2h,0
16901,Sunny,10PM,Bar,1d,0
13010,Sunny,2PM,Carry out & Take away,1d,1
20921,Rainy,6PM,Carry out & Take away,1d,1
16750,Sunny,7AM,Bar,1d,0
13095,Sunny,2PM,Coffee House,2h,1
20777,Sunny,10PM,Bar,1d,1
19342,Sunny,10AM,Carry out & Take away,1d,1
18260,Sunny,2PM,Restaurant(20-50),2h,1
19833,Snowy,7AM,Carry out & Take away,1d,1
15590,Sunny,6PM,Restaurant(<20),1d,1
15598,Sunny,6PM,Coffee House,2h,0
19693,Sunny,6PM,Carry out & Take away,1d,1
15243,Sunny,10AM,Restaurant(20-50),2h,0
10773,Sunny,6PM,Coffee House,2h,0
11336,Sunny,2PM,Carry out & Take away,1d,0
13945,Sunny,6PM,Bar,1d,1
21457,Sunny,10PM,Bar,1d,1
19821,Sunny,6PM,Restaurant(<20),1d,0
13527,Sunny,6PM,Bar,1d,0
11412,Sunny,7AM,Coffee House,2h,0
10250,Sunny,6PM,Bar,1d,1
20304,Sunny,10PM,Carry out & Take away,2h,0
18561,Rainy,6PM,Carry out & Take away,2h,1
11461,Sunny,2PM,Coffee House,1d,1
16748,Sunny,7AM,Bar,1d,1
14988,Sunny,2PM,Restaurant(<20),2h,0
15017,Sunny,6PM,Coffee House,1d,0
20538,Sunny,6PM,Restaurant(<20),1d,1
13392,Sunny,10AM,Coffee House,2h,0
22604,Sunny,6PM,Restaurant(20-50),1d,0
12174,Sunny,6PM,Bar,1d,1
17871,Sunny,10AM,Coffee House,1d,1
14801,Sunny,7AM,Coffee House,2h,0
16856,Snowy,10PM,Restaurant(20-50),2h,0
19629,Sunny,10PM,Restaurant(<20),1d,1
12810,Sunny,2PM,Coffee House,2h,1
15671,Sunny,7AM,Carry out & Take away,1d,0
20554,Rainy,10AM,Coffee House,1d,1
18941,Sunny,2PM,Coffee House,1d,1
15799,Sunny,6PM,Coffee House,2h,0
16920,Rainy,2PM,Restaurant(<20),2h,1
16667,Snowy,7AM,Restaurant(<20),2h,1
16546,Sunny,6PM,Coffee House,1d,1
20801,Sunny,10AM,Carry out & Take away,2h,0
15152,Sunny,6PM,Restaurant(<20),1d,1
19251,Sunny,10AM,Restaurant(<20),2h,0
17210,Snowy,10PM,Restaurant(20-50),2h,0
12468,Sunny,7AM,Coffee House,2h,0
11636,Sunny,2PM,Coffee House,2h,1
15730,Sunny,6PM,Coffee House,2h,0
11050,Sunny,7AM,Coffee House,2h,0
12128,Sunny,2PM,Carry out & Take away,1d,1
15694,Sunny,7AM,Carry out & Take away,1d,1
13091,Sunny,7AM,Coffee House,2h,0
22052,Sunny,10PM,Restaurant(20-50),1d,1
15488,Sunny,6PM,Restaurant(<20),2h,0
22659,Snowy,7AM,Coffee House,1d,0
14035,Sunny,10PM,Restaurant(<20),2h,0
16840,Sunny,7AM,Coffee House,1d,1
12581,Sunny,7AM,Coffee House,2h,0
10072,Sunny,2PM,Carry out & Take away,1d,1
10577,Sunny,2PM,Coffee House,2h,1
12372,Sunny,6PM,Restaurant(20-50),1d,1
20198,Snowy,10PM,Restaurant(<20),2h,0
16398,Sunny,10PM,Carry out & Take away,1d,1
19879,Sunny,2PM,Restaurant(20-50),1d,1
10855,Sunny,10AM,Coffee House,2h,1
20979,Sunny,6PM,Carry out & Take away,2h,1
21941,Snowy,10AM,Restaurant(<20),1d,1
22418,Sunny,10PM,Bar,2h,1
15002,Sunny,7AM,Carry out & Take away,1d,1
10475,Sunny,10AM,Bar,1d,0
13715,Sunny,10AM,Carry out & Take away,2h,1
12134,Sunny,7AM,Bar,1d,1
21362,Snowy,7AM,Coffee House,1d,1
17879,Snowy,7AM,Restaurant(<20),2h,1
16678,Sunny,6PM,Coffee House,1d,0
16955,Sunny,2PM,Restaurant(20-50),2h,0
15815,Sunny,2PM,Restaurant(<20),2h,0
10726,Sunny,2PM,Coffee House,2h,0
18310,Snowy,2PM,Coffee House,2h,0
19527,Sunny,7AM,Carry out & Take away,1d,1
11066,Sunny,10AM,Coffee House,2h,1
19184,Sunny,10PM,Coffee House,1d,0
21395,Sunny,10AM,Restaurant(20-50),1d,0
10107,Sunny,7AM,Carry out & Take away,2h,1
19543,Snowy,10PM,Restaurant(<20),2h,1
14678,Sunny,10AM,Coffee House,2h,1
12793,Sunny,6PM,Coffee House,2h,1
14677,Sunny,10AM,Bar,1d,0
14551,Sunny,10AM,Carry out & Take away,1d,1
13220,Sunny,6PM,Restaurant(20-50),1d,0
15844,Sunny,7AM,Coffee House,2h,1
18682,Sunny,10AM,Coffee House,1d,1
10163,Sunny,6PM,Restaurant(<20),2h,0
20943,Sunny,6PM,Restaurant(20-50),1d,1
19592,Sunny,10PM,Restaurant(20-50),1d,0
12386,Sunny,2PM,Restaurant(<20),1d,1
13157,Sunny,6PM,Restaurant(20-50),1d,0
14337,Sunny,6PM,Coffee House,1d,0
12266,Sunny,7AM,Bar,1d,0
17287,Sunny,10PM,Restaurant(<20),2h,1
16221,Sunny,10AM,Bar,2h,0
18141,Rainy,7AM,Restaurant(<20),2h,0
13332,Sunny,2PM,Restaurant(<20),1d,1
15035,Sunny,10AM,Coffee House,1d,1
17877,Rainy,7AM,Restaurant(<20),2h,1
21165,Snowy,7AM,Coffee House,1d,0
12027,Sunny,7AM,Restaurant(<20),1d,0
17633,Sunny,6PM,Carry out & Take away,2h,1
18927,Sunny,10PM,Restaurant(20-50),1d,0
20903,Sunny,7AM,Restaurant(20-50),2h,0
19173,Rainy,6PM,Bar,1d,0
14240,Sunny,10AM,Coffee House,2h,1
17453,Sunny,6PM,Bar,2h,1
20701,Sunny,10AM,Coffee House,2h,1
16563,Sunny,6PM,Restaurant(<20),1d,1
15062,Sunny,10AM,Coffee House,2h,1
10558,Sunny,6PM,Bar,1d,0
10723,Sunny,10AM,Bar,1d,1
18151,Rainy,10PM,Bar,2h,1
17887,Sunny,2PM,Restaurant(20-50),2h,0
20483,Sunny,7AM,Coffee House,1d,0
10347,Sunny,2PM,Coffee House,1d,1
11574,Sunny,2PM,Restaurant(<20),1d,1
18624,Snowy,7AM,Restaurant(<20),2h,0
17661,Snowy,7AM,Restaurant(20-50),1d,0
15184,Sunny,10PM,Carry out & Take away,1d,1
13318,Sunny,10AM,Carry out & Take away,2h,0
13554,Sunny,7AM,Restaurant(20-50),1d,0
22572,Snowy,2PM,Restaurant(<20),1d,0
12474,Sunny,2PM,Restaurant(<20),1d,1
20866,Sunny,6PM,Carry out & Take away,2h,1
15470,Sunny,10PM,Carry out & Take away,1d,0
18515,Snowy,7AM,Restaurant(20-50),1d,0
11116,Sunny,7AM,Coffee House,2h,1
14575,Sunny,2PM,Coffee House,2h,1
18566,Sunny,2PM,Restaurant(20-50),2h,1
19284,Sunny,10PM,Restaurant(20-50),1d,1
17146,Sunny,10PM,Carry out & Take away,2h,0
17783,Snowy,10PM,Carry out & Take away,1d,1
22549,Sunny,10AM,Carry out & Take away,2h,0
20734,Sunny,10PM,Restaurant(20-50),1d,0
10070,Sunny,2PM,Coffee House,1d,1
15078,Sunny,7AM,Coffee House,2h,1
20945,Snowy,7AM,Coffee House,1d,0
22369,Sunny,7AM,Restaurant(20-50),2h,0
22158,Rainy,2PM,Carry out & Take away,2h,0
12563,Sunny,2PM,Coffee House,2h,0
20418,Rainy,6PM,Coffee House,1d,1
15167,Sunny,7AM,Coffee House,2h,1
11873,Sunny,7AM,Restaurant(<20),1d,1
20060,Sunny,10AM,Carry out & Take away,1d,1
18496,Rainy,10PM,Bar,1d,0
18079,Sunny,7AM,Restaurant(<20),1d,1
16454,Sunny,6PM,Restaurant(<20),1d,1
19103,Snowy,10PM,Restaurant(<20),2h,1
14395,Sunny,2PM,Restaurant(<20),2h,1
11912,Sunny,6PM,Coffee House,2h,0
17748,Snowy,7AM,Restaurant(<20),2h,1
16290,Sunny,6PM,Bar,2h,0
20764,Rainy,6PM,Bar,1d,1
16586,Sunny,10PM,Coffee House,1d,0
10760,Sunny,7AM,Bar,1d,1
15938,Sunny,7AM,Coffee House,1d,1
17538,Sunny,10AM,Bar,1d,0
15407,Sunny,10PM,Carry out & Take away,1d,1
16397,Sunny,10PM,Restaurant(<20),2h,1
21736,Sunny,10PM,Bar,1d,1
14803,Sunny,7AM,Restaurant(20-50),2h,1
15103,Sunny,7AM,Carry out & Take away,1d,1
10362,Sunny,7AM,Carry out & Take away,2h,1
13336,Sunny,2PM,Coffee House,1d,0
19062,Rainy,7AM,Carry out & Take away,2h,1
18792,Snowy,2PM,Coffee House,2h,1
19612,Sunny,10PM,Restaurant(20-50),1d,0
18101,Sunny,7AM,Restaurant(<20),1d,1
17598,Sunny,7AM,Restaurant(<20),1d,1
12342,Sunny,2PM,Carry out & Take away,1d,1
15346,Sunny,7AM,Coffee House,1d,1
18774,Snowy,10PM,Restaurant(20-50),2h,0
20518,Sunny,10PM,Carry out & Take away,2h,0
19797,Sunny,10PM,Carry out & Take away,1d,1
15705,Sunny,2PM,Coffee House,2h,1
12253,Sunny,2PM,Coffee House,1d,0
13525,Sunny,6PM,Restaurant(<20),2h,1
20752,Rainy,7AM,Bar,1d,0
22226,Snowy,10AM,Restaurant(<20),1d,1
17556,Snowy,6PM,Bar,1d,0
14324,Sunny,7AM,Carry out & Take away,1d,1
12995,Sunny,6PM,Bar,1d,1
19956,Sunny,6PM,Restaurant(<20),1d,1
10355,Sunny,6PM,Coffee House,2h,0
12926,Sunny,2PM,Restaurant(<20),1d,1
10858,Sunny,2PM,Restaurant(<20),1d,1
16723,Sunny,6PM,Bar,2h,0
20265,Snowy,10PM,Restaurant(<20),2h,0
19237,Snowy,10PM,Restaurant(<20),2h,0
10226,Sunny,6PM,Restaurant(<20),2h,1
18449,Snowy,7AM,Restaurant(20-50),1d,1
10733,Sunny,10AM,Coffee House,2h,1
11641,Sunny,10AM,Carry out & Take away,2h,0
18378,Snowy,6PM,Coffee House,1d,1
11643,Sunny,2PM,Restaurant(<20),1d,1
16178,Sunny,2PM,Coffee House,2h,1
14714,Sunny,10PM,Restaurant(<20),2h,1
10725,Sunny,2PM,Coffee House,1d,0
17489,Rainy,10PM,Bar,2h,0
11086,Sunny,10AM,Carry out & Take away,2h,1
15781,Sunny,7AM,Carry out & Take away,1d,0
19772,Snowy,7AM,Carry out & Take away,1d,1
18972,Sunny,10PM,Restaurant(20-50),1d,0
22293,Sunny,6PM,Carry out & Take away,1d,1
20017,Rainy,10AM,Coffee House,1d,0
15595,Sunny,6PM,Coffee House,1d,1
22550,Snowy,2PM,Restaurant(<20),1d,1
13540,Sunny,2PM,Coffee House,1d,1
19302,Sunny,6PM,Restaurant(20-50),1d,0
11000,Sunny,2PM,Restaurant(<20),1d,1
19030,Snowy,2PM,Bar,1d,0
16617,Sunny,6PM,Coffee House,1d,0
15315,Sunny,6PM,Coffee House,1d,0
14823,Sunny,7AM,Coffee House,2h,1
11044,Sunny,10AM,Coffee House,2h,0
20916,Rainy,10PM,Coffee House,2h,0
17406,Sunny,6PM,Carry out & Take away,2h,1
22424,Sunny,10PM,Restaurant(20-50),1d,1
19703,Rainy,7AM,Carry out & Take away,2h,1
17711,Sunny,6PM,Coffee House,1d,1
20148,Sunny,2PM,Bar,1d,1
13977,Sunny,10AM,Coffee House,2h,0
11175,Sunny,2PM,Coffee House,2h,0
22384,Sunny,6PM,Restaurant(20-50),1d,1
11599,Sunny,2PM,Restaurant(<20),1d,1
14577,Sunny,6PM,Bar,2h,0
13767,Sunny,2PM,Restaurant(<20),1d,1
16334,Sunny,6PM,Restaurant(<20),2h,0
15609,Sunny,10AM,Bar,1d,1
17192,Snowy,7AM,Restaurant(<20),2h,0
10547,Sunny,10AM,Bar,1d,0
19388,Snowy,2PM,Bar,1d,1
20220,Sunny,10PM,Restaurant(20-50),1d,1
12170,Sunny,6PM,Restaurant(<20),2h,1
18254,Sunny,7AM,Restaurant(<20),1d,0
11759,Sunny,7AM,Coffee House,2h,0
22553,Sunny,10AM,Restaurant(20-50),1d,0
21561,Sunny,6PM,Carry out & Take away,1d,1
11604,Sunny,6PM,Coffee House,2h,0
15636,Sunny,2PM,Restaurant(<20),2h,0
15476,Sunny,7AM,Carry out & Take away,1d,0
11460,Sunny,2PM,Coffee House,2h,1
11856,Sunny,10AM,Carry out & Take away,2h,1
20365,Sunny,2PM,Restaurant(20-50),1d,0
16781,Sunny,6PM,Restaurant(20-50),2h,0
12146,Sunny,10AM,Restaurant(<20),2h,1
12547,Sunny,6PM,Restaurant(<20),2h,1
14277,Sunny,7AM,Coffee House,2h,0
16016,Sunny,10PM,Restaurant(<20),2h,0
21429,Snowy,7AM,Coffee House,1d,0
14099,Sunny,6PM,Restaurant(<20),2h,1
18537,Snowy,7AM,Restaurant(20-50),1d,1
14032,Sunny,6PM,Coffee House,1d,1
18244,Sunny,2PM,Restaurant(20-50),1d,0
10208,Sunny,6PM,Coffee House,2h,0
21607,Rainy,7AM,Restaurant(<20),2h,0
