ID,gender,age,maritalStatus,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50
18726,Female,31,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1
10403,Female,21,Single,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8
20317,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3
12593,Male,50plus,Single,Some college - no degree,Office & Administrative Support,$12500 - $24999,1~3,1~3,less1,1~3,less1
19108,Male,26,Married partner,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1
10342,Female,21,Unmarried partner,Associates degree,Student,$75000 - $87499,never,less1,1~3,1~3,less1
19087,Female,26,Married partner,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1
14602,Male,36,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,never,never,1~3,1~3,less1
19647,Male,21,Single,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,
15582,Male,36,Married partner,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,less1,less1,less1,1~3,less1
22574,Male,21,Single,Some college - no degree,Student,$12500 - $24999,never,never,1~3,1~3,less1
20882,Female,below21,Unmarried partner,High School Graduate,Student,Less than $12500,never,4~8,1~3,4~8,less1
17356,Male,26,Married partner,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1
19717,Female,46,Single,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3
16786,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,less1
17825,Male,21,Single,Bachelors degree,Unemployed,$100000 or More,less1,4~8,1~3,less1,less1
19223,Male,26,Single,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1
20456,Female,36,Divorced,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,gt8,4~8,4~8,less1
21758,Female,26,Single,Bachelors degree,Office & Administrative Support,$12500 - $24999,less1,less1,less1,less1,less1
12228,Female,26,Married partner,Associates degree,Management,$12500 - $24999,never,less1,gt8,4~8,never
18736,Female,31,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1
21744,Female,21,Unmarried partner,Some college - no degree,Unemployed,$87500 - $99999,1~3,gt8,4~8,4~8,less1
22290,Female,50plus,Widowed,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,
12721,Male,21,Single,Bachelors degree,Computer & Mathematical,$87500 - $99999,1~3,1~3,1~3,4~8,1~3
10402,Female,21,Single,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8
16062,Female,26,Single,High School Graduate,Unemployed,Less than $12500,less1,less1,4~8,1~3,never
20562,Male,26,Single,Some High School,Installation Maintenance & Repair,$12500 - $24999,4~8,1~3,1~3,4~8,4~8
13630,Male,21,Single,Bachelors degree,Student,$62500 - $74999,4~8,4~8,1~3,1~3,less1
15772,Female,41,Single,Associates degree,Sales & Related,$25000 - $37499,less1,less1,4~8,4~8,1~3
20965,Female,31,Married partner,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1
20602,Female,31,Divorced,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less1,less1,4~8,gt8,gt8
16282,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,1~3
11480,Female,50plus,Unmarried partner,Some college - no degree,Retired,$37500 - $49999,never,1~3,less1,1~3,1~3
10390,Female,21,Single,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8
18367,Female,50plus,Married partner,Bachelors degree,Education&Training&Library,$12500 - $24999,less1,4~8,4~8,gt8,less1
14479,Female,26,Single,Bachelors degree,Unemployed,$25000 - $37499,never,less1,1~3,4~8,never
22348,Female,31,Single,Bachelors degree,Education&Training&Library,$25000 - $37499,less1,4~8,less1,4~8,1~3
15301,Male,46,Unmarried partner,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less1,1~3,less1,less1
12571,Female,50plus,Married partner,Some college - no degree,Education&Training&Library,$25000 - $37499,never,less1,gt8,4~8,less1
13197,Female,26,Married partner,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,never,1~3,less1,less1
15692,Male,21,Single,High School Graduate,Student,$50000 - $62499,never,1~3,gt8,4~8,never
16733,Female,31,Married partner,Associates degree,Unemployed,$37500 - $49999,never,1~3,1~3,1~3,1~3
20951,Female,31,Married partner,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1
10810,Male,46,Married partner,Some college - no degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3
15448,Female,50plus,Single,Bachelors degree,Unemployed,Less than $12500,never,never,less1,less1,never
21162,Female,41,Married partner,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1
13023,Female,31,Divorced,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1
21661,Female,41,Married partner,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never
22682,Male,26,Single,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,4~8,1~3
11287,Male,50plus,Unmarried partner,Associates degree,Retired,$50000 - $62499,never,4~8,4~8,1~3,less1
21487,Female,41,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$87500 - $99999,1~3,1~3,4~8,4~8,1~3
21894,Male,26,Single,Some college - no degree,Unemployed,$100000 or More,1~3,never,4~8,1~3,less1
11760,Female,26,Single,Bachelors degree,Education&Training&Library,$25000 - $37499,never,1~3,less1,1~3,less1
16601,Male,36,Married partner,Associates degree,Management,$87500 - $99999,never,,less1,less1,never
17657,Male,50plus,Married partner,Associates degree,Retired,$37500 - $49999,never,never,4~8,4~8,never
14054,Female,21,Married partner,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1
21687,Female,41,Married partner,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never
16516,Male,36,Unmarried partner,Bachelors degree,Retired,$37500 - $49999,1~3,4~8,4~8,1~3,1~3
21057,Male,46,Single,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8
13908,Male,50plus,Single,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,1~3,4~8,1~3
17153,Male,31,Married partner,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3
16374,Female,26,Unmarried partner,Bachelors degree,Management,$62500 - $74999,1~3,gt8,gt8,gt8,gt8
13894,Male,50plus,Single,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,1~3,4~8,1~3
20664,Female,26,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never
12820,Male,below21,Single,Some college - no degree,Student,$50000 - $62499,never,1~3,4~8,4~8,less1
16790,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,less1
10628,Female,21,Married partner,Some college - no degree,Student,$25000 - $37499,never,gt8,1~3,gt8,1~3
13263,Female,21,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1
14798,Male,21,Single,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never
17248,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,1~3,1~3,gt8,4~8,less1
14376,Male,21,Unmarried partner,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never
11563,Female,21,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,1~3,1~3,1~3
16508,Male,36,Unmarried partner,Bachelors degree,Retired,$37500 - $49999,1~3,4~8,4~8,1~3,1~3
22356,Female,31,Single,Bachelors degree,Education&Training&Library,$25000 - $37499,less1,4~8,less1,4~8,1~3
11839,Male,41,Single,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,less1,1~3,1~3,less1,never
21977,Female,21,Married partner,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1
13697,Female,26,Unmarried partner,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never
14405,Female,21,Single,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,never,less1,1~3,never
10783,Female,26,Single,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,1~3,1~3,1~3,gt8,1~3
13809,Male,21,Married partner,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1
16131,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,1~3,1~3,less1
16974,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1
21055,Male,46,Single,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8
17902,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$37500 - $49999,1~3,gt8,4~8,4~8,less1
18360,Male,26,Unmarried partner,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,4~8,1~3
17311,Female,26,Single,Bachelors degree,Office & Administrative Support,$87500 - $99999,gt8,less1,1~3,1~3,1~3
13115,Male,50plus,Unmarried partner,Some college - no degree,Installation Maintenance & Repair,$12500 - $24999,4~8,less1,1~3,1~3,less1
17140,Female,41,Married partner,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3
14394,Female,21,Single,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,never,less1,1~3,never
19807,Male,46,Married partner,Some college - no degree,Unemployed,$12500 - $24999,never,less1,4~8,1~3,less1
17479,Female,31,Unmarried partner,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,never,never,less1,less1,never
18890,Male,26,Unmarried partner,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1
21244,Female,36,Married partner,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1
19377,Male,below21,Single,Some college - no degree,Student,$37500 - $49999,never,never,never,less1,less1
15227,Male,31,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,1~3,4~8,4~8,less1
19250,Male,26,Single,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3
13723,Female,50plus,Single,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3
13259,Female,21,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1
13329,Male,36,Married partner,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,less1,4~8,1~3,1~3,less1
19222,Male,26,Single,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1
19395,Male,21,Single,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3
16058,Female,26,Single,High School Graduate,Unemployed,Less than $12500,less1,less1,4~8,1~3,never
11039,Male,50plus,Unmarried partner,Bachelors degree,Retired,$100000 or More,never,never,1~3,gt8,never
15953,Female,21,Married partner,Some college - no degree,Unemployed,$37500 - $49999,less1,less1,1~3,1~3,1~3
11140,Female,36,Married partner,Bachelors degree,Unemployed,$87500 - $99999,less1,1~3,1~3,less1,less1
15185,Female,50plus,Single,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,4~8,4~8,less1
13212,Female,41,Married partner,Bachelors degree,Business & Financial,$100000 or More,1~3,less1,less1,1~3,1~3
16384,Female,26,Unmarried partner,Bachelors degree,Management,$62500 - $74999,1~3,gt8,gt8,gt8,gt8
19634,Male,46,Single,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3
17004,Female,31,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,1~3,less1,1~3,1~3
10827,Male,46,Married partner,Some college - no degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3
14578,Female,26,Unmarried partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,never,1~3,1~3,1~3,less1
13386,Male,50plus,Married partner,Some college - no degree,Protective Service,$37500 - $49999,never,less1,gt8,gt8,1~3
13936,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3
10624,Female,21,Married partner,Some college - no degree,Student,$25000 - $37499,never,gt8,1~3,gt8,1~3
17174,Male,46,Single,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1
21792,Female,41,Married partner,Associates degree,Unemployed,$62500 - $74999,less1,less1,less1,less1,less1
17579,Female,below21,Single,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1
17881,Female,50plus,Single,Bachelors degree,Office & Administrative Support,$37500 - $49999,less1,4~8,1~3,1~3,1~3
10203,Male,21,Single,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1
15769,Female,41,Single,Associates degree,Sales & Related,$25000 - $37499,less1,less1,4~8,4~8,1~3
12944,Male,50plus,Married partner,Some college - no degree,Computer & Mathematical,$37500 - $49999,1~3,less1,4~8,1~3,1~3
17927,Female,26,Single,Some college - no degree,Healthcare Support,$37500 - $49999,never,less1,1~3,gt8,gt8
15629,Male,26,Single,Associates degree,Management,$37500 - $49999,4~8,1~3,4~8,1~3,less1
16488,Male,41,Divorced,Bachelors degree,Sales & Related,$62500 - $74999,never,never,4~8,1~3,never
22639,Female,26,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1
19825,Female,21,Single,Associates degree,Sales & Related,$25000 - $37499,4~8,1~3,4~8,1~3,less1
12552,Female,26,Single,Some college - no degree,Office & Administrative Support,$37500 - $49999,4~8,4~8,4~8,4~8,less1
10422,Male,50plus,Married partner,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1
14596,Male,36,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,never,never,1~3,1~3,less1
22082,Female,46,Married partner,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,
11727,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,less1,gt8,1~3
17312,Female,26,Single,Bachelors degree,Office & Administrative Support,$87500 - $99999,gt8,less1,1~3,1~3,1~3
19475,Male,31,Married partner,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1
18582,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3
17966,Female,31,Unmarried partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,4~8,4~8,gt8,4~8
16003,Female,50plus,Divorced,Graduate degree (Masters or Doctorate),Retired,$37500 - $49999,never,never,4~8,1~3,never
13025,Female,31,Divorced,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1
17223,Male,36,Unmarried partner,Associates degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never
15176,Female,50plus,Single,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,4~8,4~8,less1
13658,Female,31,Married partner,Bachelors degree,Sales & Related,$12500 - $24999,less1,1~3,1~3,1~3,less1
10921,Female,31,Unmarried partner,Associates degree,Education&Training&Library,$50000 - $62499,never,never,4~8,,never
12640,Male,46,Married partner,Bachelors degree,Management,$100000 or More,4~8,never,4~8,4~8,1~3
17631,Male,50plus,Unmarried partner,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3
18658,Male,41,Single,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,1~3,never
18528,Female,21,Married partner,Some college - no degree,Student,$12500 - $24999,1~3,1~3,4~8,4~8,never
10551,Female,46,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never
17577,Female,below21,Single,Some college - no degree,Healthcare Support,Less than $12500,never,1~3,less1,4~8,less1
12461,Female,21,Unmarried partner,Some college - no degree,Unemployed,$12500 - $24999,1~3,less1,1~3,1~3,less1
13266,Female,21,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1
17925,Male,26,Married partner,Bachelors degree,Education&Training&Library,$50000 - $62499,never,less1,1~3,1~3,1~3
17802,Male,36,Married partner,Associates degree,Management,$100000 or More,1~3,1~3,1~3,1~3,1~3
15737,Male,21,Single,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,1~3,less1
14664,Female,below21,Unmarried partner,Some college - no degree,Student,$25000 - $37499,never,1~3,1~3,4~8,1~3
20167,Male,36,Married partner,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1
10234,Female,21,Unmarried partner,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3
21301,Male,36,Unmarried partner,Bachelors degree,Education&Training&Library,$62500 - $74999,4~8,1~3,gt8,gt8,1~3
18554,Female,36,Unmarried partner,Associates degree,Unemployed,$75000 - $87499,never,never,gt8,gt8,1~3
12936,Female,31,Divorced,High School Graduate,Business & Financial,$25000 - $37499,1~3,less1,1~3,less1,4~8
11548,Female,21,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,1~3,1~3,1~3
16503,Male,36,Unmarried partner,Bachelors degree,Retired,$37500 - $49999,1~3,4~8,4~8,1~3,1~3
16417,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,gt8,4~8,gt8,1~3
19078,Female,26,Married partner,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1
22649,Male,31,Married partner,Bachelors degree,Business & Financial,$100000 or More,less1,never,4~8,gt8,less1
19442,Male,36,Single,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never
21951,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1
10321,Male,41,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,never,1~3,1~3,1~3,less1
19187,Male,21,Single,Bachelors degree,Legal,$87500 - $99999,1~3,never,less1,less1,less1
10220,Female,21,Unmarried partner,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3
18870,Male,26,Single,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,4~8,1~3,4~8,1~3,less1
20161,Male,31,Married partner,Bachelors degree,Architecture & Engineering,$75000 - $87499,less1,never,1~3,1~3,1~3
10410,Male,50plus,Married partner,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1
18253,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,never,4~8,1~3,4~8,less1
11836,Male,41,Single,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,less1,1~3,1~3,less1,never
11523,Female,36,Married partner,Some college - no degree,Construction & Extraction,$12500 - $24999,never,1~3,1~3,less1,less1
16924,Male,31,Unmarried partner,Some college - no degree,Sales & Related,$62500 - $74999,gt8,1~3,1~3,4~8,less1
15661,Female,31,Single,Bachelors degree,Production Occupations,$37500 - $49999,less1,less1,4~8,,less1
21061,Female,36,Married partner,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1
19319,Female,46,Divorced,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3
14483,Female,26,Single,Bachelors degree,Unemployed,$25000 - $37499,never,less1,1~3,4~8,never
12475,Female,46,Single,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,never,never,gt8,4~8,less1
10652,Female,41,Single,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,1~3,1~3,1~3,never
22524,Male,21,Unmarried partner,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,1~3,never,gt8,4~8,1~3
19817,Female,21,Single,Associates degree,Sales & Related,$25000 - $37499,4~8,1~3,4~8,1~3,less1
12544,Female,26,Single,Some college - no degree,Office & Administrative Support,$37500 - $49999,4~8,4~8,4~8,4~8,less1
13114,Male,50plus,Unmarried partner,Some college - no degree,Installation Maintenance & Repair,$12500 - $24999,4~8,less1,1~3,1~3,less1
21511,Female,below21,Single,Bachelors degree,Student,$12500 - $24999,gt8,1~3,less1,4~8,gt8
19958,Male,31,Single,Bachelors degree,Education&Training&Library,$50000 - $62499,never,never,1~3,1~3,1~3
11878,Male,21,Single,Some college - no degree,Student,$12500 - $24999,less1,less1,4~8,4~8,less1
10099,Male,21,Single,Associates degree,Student,$12500 - $24999,1~3,less1,1~3,less1,1~3
12497,Male,21,Single,Some college - no degree,Student,$100000 or More,less1,less1,1~3,less1,never
15620,Male,26,Single,Associates degree,Management,$37500 - $49999,4~8,1~3,4~8,1~3,less1
19569,Male,31,Married partner,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1
19324,Female,46,Divorced,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3
10841,Male,50plus,Married partner,Bachelors degree,Retired,$87500 - $99999,never,never,less1,1~3,less1
16078,Female,50plus,Single,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,gt8,1~3,less1,less1
10237,Female,21,Single,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1
17614,Female,36,Unmarried partner,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8
21587,Male,36,Unmarried partner,Some college - no degree,Construction & Extraction,$25000 - $37499,never,4~8,4~8,less1,less1
22651,Male,31,Married partner,Bachelors degree,Business & Financial,$100000 or More,less1,never,4~8,gt8,less1
11499,Female,50plus,Unmarried partner,Some college - no degree,Retired,$37500 - $49999,never,1~3,less1,1~3,1~3
19584,Female,31,Unmarried partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3
20729,Female,21,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,1~3,never
15112,Female,21,Single,Some college - no degree,Student,$50000 - $62499,never,never,never,gt8,less1
12953,Male,50plus,Married partner,Some college - no degree,Computer & Mathematical,$37500 - $49999,1~3,less1,4~8,1~3,1~3
21642,Male,21,Single,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3
16709,Male,21,Single,High School Graduate,Unemployed,Less than $12500,4~8,gt8,less1,1~3,never
14090,Male,21,Unmarried partner,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1
21306,Male,36,Unmarried partner,Bachelors degree,Education&Training&Library,$62500 - $74999,4~8,1~3,gt8,gt8,1~3
14351,Female,below21,Single,High School Graduate,Unemployed,Less than $12500,never,never,4~8,4~8,never
21353,Male,31,Single,Associates degree,Unemployed,Less than $12500,less1,less1,less1,1~3,less1
14024,Male,31,Married partner,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8
14812,Female,31,Single,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1
11428,Female,36,Married partner,Bachelors degree,Education&Training&Library,$87500 - $99999,less1,gt8,4~8,1~3,less1
17036,Female,50plus,Divorced,Bachelors degree,Retired,Less than $12500,never,4~8,gt8,gt8,less1
12784,Female,26,Single,Associates degree,Unemployed,Less than $12500,1~3,less1,4~8,less1,4~8
15170,Male,36,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,1~3,4~8,1~3,1~3
11276,Male,50plus,Widowed,Some college - no degree,Construction & Extraction,Less than $12500,never,never,less1,1~3,less1
17904,Male,26,Married partner,Bachelors degree,Education&Training&Library,$50000 - $62499,never,less1,1~3,1~3,1~3
20721,Female,41,Single,Bachelors degree,Healthcare Support,$75000 - $87499,less1,less1,1~3,1~3,less1
14285,Male,21,Unmarried partner,Bachelors degree,Education&Training&Library,$12500 - $24999,1~3,4~8,4~8,4~8,never
20402,Male,41,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3
13449,Female,below21,Single,Some college - no degree,Student,$100000 or More,never,1~3,4~8,4~8,1~3
15751,Male,26,Married partner,Some college - no degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,1~3
15198,Female,50plus,Unmarried partner,Some college - no degree,Management,$37500 - $49999,never,never,4~8,1~3,less1
16442,Female,26,Single,Some college - no degree,Office & Administrative Support,$37500 - $49999,1~3,never,1~3,1~3,1~3
13049,Female,41,Married partner,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,gt8,4~8,gt8,less1
20663,Female,26,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never
15291,Male,46,Unmarried partner,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less1,1~3,less1,less1
20176,Male,36,Married partner,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1
22144,Female,21,Unmarried partner,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1
15055,Male,21,Single,Bachelors degree,Computer & Mathematical,$12500 - $24999,less1,1~3,gt8,gt8,1~3
18236,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,never,4~8,1~3,4~8,less1
18394,Female,50plus,Single,Bachelors degree,Installation Maintenance & Repair,$25000 - $37499,never,4~8,4~8,gt8,less1
18481,Female,50plus,Single,Graduate degree (Masters or Doctorate),Business & Financial,$37500 - $49999,less1,gt8,1~3,1~3,1~3
15484,Female,41,Single,Some college - no degree,Business & Financial,$12500 - $24999,never,less1,less1,less1,never
17134,Female,41,Married partner,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3
21807,Male,36,Married partner,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1
12667,Female,26,Married partner,Bachelors degree,Architecture & Engineering,$37500 - $49999,never,1~3,1~3,1~3,less1
17256,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,1~3,1~3,gt8,4~8,less1
11707,Female,26,Married partner,Some college - no degree,Unemployed,$50000 - $62499,never,less1,1~3,1~3,never
15080,Male,36,Married partner,Some college - no degree,Healthcare Practitioners & Technical,$25000 - $37499,never,gt8,4~8,less1,less1
19926,Female,21,Single,Bachelors degree,Business & Financial,$50000 - $62499,less1,gt8,gt8,gt8,4~8
10950,Male,21,Married partner,Bachelors degree,Architecture & Engineering,$75000 - $87499,less1,less1,1~3,4~8,less1
20454,Female,36,Divorced,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,gt8,4~8,4~8,less1
20178,Male,36,Married partner,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1
19735,Male,26,Single,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never
16477,Male,41,Divorced,Bachelors degree,Sales & Related,$62500 - $74999,never,never,4~8,1~3,never
19082,Female,26,Married partner,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1
18464,Female,50plus,Married partner,Some college - no degree,Personal Care & Service,$87500 - $99999,never,gt8,less1,1~3,less1
10975,Female,36,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,less1,less1,1~3,4~8,less1
19553,Female,below21,Unmarried partner,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1
21673,Female,41,Married partner,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never
