ID,gender,age,maritalStatus,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,ID,weather,time,coupon,expiration,Y,ID,destination,passanger,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
14184,Male,26,Single,Associates degree,Unemployed,Less than $12500,less1,never,1~3,less1,less1,14184,Sunny,6PM,Coffee House,2h,0,14184,Home,Alone,1,1,0,1
20382,Male,41,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,20382,Sunny,10AM,Coffee House,2h,1,20382,No Urgent Place,Alone,1,0,0,1
22638,Female,26,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,22638,Sunny,10PM,Restaurant(20-50),2h,0,22638,Home,Kid(s),1,0,0,1
14537,Female,46,Married partner,Some college - no degree,Personal Care & Service,$37500 - $49999,never,less1,less1,1~3,less1,14537,Sunny,6PM,Coffee House,2h,0,14537,Home,Alone,1,1,0,1
15534,Female,50plus,Single,High School Graduate,Management,$37500 - $49999,less1,less1,less1,less1,1~3,15534,Sunny,10PM,Restaurant(<20),2h,0,15534,Home,Alone,0,0,1,0
14646,Female,50plus,Divorced,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,less1,1~3,4~8,1~3,less1,14646,Sunny,10PM,Carry out & Take away,1d,0,14646,Home,Alone,0,0,1,0
12765,Female,50plus,Married partner,Bachelors degree,Education&Training&Library,$50000 - $62499,never,never,less1,less1,less1,12765,Sunny,10AM,Bar,1d,0,12765,No Urgent Place,Kid(s),1,0,0,1
15398,Female,26,Unmarried partner,Bachelors degree,Education&Training&Library,$50000 - $62499,1~3,1~3,1~3,1~3,1~3,15398,Sunny,10AM,Coffee House,1d,1,15398,No Urgent Place,Partner,1,0,0,1
18368,Female,50plus,Married partner,Bachelors degree,Education&Training&Library,$12500 - $24999,less1,4~8,4~8,gt8,less1,18368,Sunny,6PM,Coffee House,2h,0,18368,No Urgent Place,Alone,0,0,0,1
17690,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,less1,less1,less1,1~3,1~3,17690,Rainy,10PM,Bar,2h,1,17690,No Urgent Place,Friend(s),1,0,0,1
18263,Female,36,Married partner,Associates degree,Healthcare Practitioners & Technical,$75000 - $87499,less1,never,4~8,1~3,less1,18263,Rainy,10PM,Bar,2h,1,18263,No Urgent Place,Friend(s),1,0,0,1
17743,Male,21,Unmarried partner,Some college - no degree,Sales & Related,$50000 - $62499,less1,never,1~3,4~8,1~3,17743,Snowy,6PM,Coffee House,1d,1,17743,Home,Alone,1,0,0,1
18614,Female,50plus,Married partner,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,18614,Snowy,10AM,Carry out & Take away,1d,1,18614,No Urgent Place,Friend(s),1,0,0,1
14617,Male,21,Single,Bachelors degree,Student,$25000 - $37499,4~8,4~8,4~8,1~3,never,14617,Sunny,6PM,Restaurant(20-50),2h,1,14617,Home,Alone,1,0,0,1
14766,Male,50plus,Married partner,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,14766,Sunny,2PM,Restaurant(<20),2h,1,14766,No Urgent Place,Friend(s),1,0,0,1
11516,Female,31,Unmarried partner,Bachelors degree,Legal,$100000 or More,never,less1,less1,1~3,1~3,11516,Sunny,6PM,Coffee House,2h,0,11516,Home,Alone,0,0,0,1
13947,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,13947,Sunny,6PM,Coffee House,2h,0,13947,Home,Alone,0,0,0,1
14414,Female,36,Married partner,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,never,4~8,4~8,never,14414,Sunny,2PM,Restaurant(<20),2h,1,14414,No Urgent Place,Friend(s),1,0,0,1
10757,Female,50plus,Married partner,Some college - no degree,Healthcare Support,$25000 - $37499,1~3,1~3,4~8,4~8,1~3,10757,Sunny,6PM,Restaurant(20-50),1d,1,10757,Home,Alone,1,0,0,1
16797,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,less1,16797,Sunny,7AM,Bar,1d,0,16797,Work,Alone,0,0,0,1
10236,Female,21,Unmarried partner,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,10236,Sunny,7AM,Coffee House,2h,0,10236,Work,Alone,1,0,0,1
21925,Female,below21,Single,Some college - no degree,Student,$100000 or More,never,less1,1~3,1~3,1~3,21925,Sunny,10PM,Restaurant(20-50),1d,1,21925,Home,Alone,0,0,0,1
16389,Male,31,Single,High School Graduate,Unemployed,$12500 - $24999,never,never,1~3,1~3,1~3,16389,Sunny,2PM,Coffee House,1d,1,16389,No Urgent Place,Friend(s),0,0,0,1
20221,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,20221,Rainy,6PM,Coffee House,1d,0,20221,Home,Partner,0,0,1,0
11034,Male,50plus,Unmarried partner,Bachelors degree,Retired,$100000 or More,never,never,1~3,gt8,never,11034,Sunny,2PM,Restaurant(<20),1d,1,11034,No Urgent Place,Alone,0,0,0,1
13698,Female,26,Unmarried partner,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,13698,Sunny,10AM,Restaurant(20-50),1d,1,13698,No Urgent Place,Partner,0,0,0,1
13684,Male,26,Married partner,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,1~3,1~3,1~3,less1,13684,Sunny,7AM,Coffee House,2h,1,13684,Work,Alone,1,1,0,1
11141,Female,36,Married partner,Bachelors degree,Unemployed,$87500 - $99999,less1,1~3,1~3,less1,less1,11141,Sunny,7AM,Carry out & Take away,2h,0,11141,Work,Alone,0,0,1,0
18014,Male,21,Single,Bachelors degree,Unemployed,$50000 - $62499,less1,1~3,1~3,less1,less1,18014,Sunny,10AM,Coffee House,1d,0,18014,No Urgent Place,Alone,1,0,0,1
10204,Male,21,Single,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,10204,Sunny,2PM,Carry out & Take away,1d,1,10204,No Urgent Place,Friend(s),1,0,0,1
22581,Male,21,Single,Some college - no degree,Student,$12500 - $24999,never,never,1~3,1~3,less1,22581,Snowy,10PM,Carry out & Take away,1d,1,22581,Home,Alone,1,1,0,1
18424,Male,26,Single,Bachelors degree,Food Preparation & Serving Related,$50000 - $62499,4~8,1~3,4~8,1~3,4~8,18424,Sunny,6PM,Coffee House,1d,1,18424,Home,Partner,0,0,1,0
12646,Male,46,Married partner,Bachelors degree,Management,$100000 or More,4~8,never,4~8,4~8,1~3,12646,Sunny,7AM,Coffee House,2h,0,12646,Work,Alone,1,0,0,1
21193,Male,26,Single,Bachelors degree,Student,$12500 - $24999,less1,gt8,gt8,gt8,less1,21193,Sunny,10AM,Carry out & Take away,2h,1,21193,No Urgent Place,Friend(s),0,0,0,1
12701,Female,41,Married partner,Bachelors degree,Education&Training&Library,$100000 or More,less1,1~3,1~3,4~8,less1,12701,Sunny,2PM,Restaurant(<20),1d,1,12701,No Urgent Place,Kid(s),1,0,0,1
11961,Male,41,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,less1,4~8,4~8,1~3,less1,11961,Sunny,7AM,Restaurant(<20),1d,1,11961,Work,Alone,0,0,0,1
12583,Male,50plus,Single,Some college - no degree,Office & Administrative Support,$12500 - $24999,1~3,1~3,less1,1~3,less1,12583,Sunny,10AM,Coffee House,2h,1,12583,No Urgent Place,Friend(s),0,0,0,1
19909,Male,21,Unmarried partner,Some college - no degree,Student,$12500 - $24999,never,less1,gt8,4~8,1~3,19909,Sunny,6PM,Restaurant(<20),1d,1,19909,Home,Alone,0,0,1,0
18309,Male,26,Married partner,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,1~3,1~3,1~3,4~8,4~8,18309,Rainy,2PM,Restaurant(<20),2h,1,18309,No Urgent Place,Partner,1,0,0,1
17337,Male,36,Unmarried partner,Some college - no degree,Building & Grounds Cleaning & Maintenance,$25000 - $37499,1~3,less1,1~3,1~3,less1,17337,Snowy,10PM,Carry out & Take away,1d,1,17337,No Urgent Place,Friend(s),1,0,0,1
12237,Female,26,Married partner,Associates degree,Management,$12500 - $24999,never,less1,gt8,4~8,never,12237,Sunny,10AM,Coffee House,2h,0,12237,No Urgent Place,Partner,1,0,0,1
12720,Male,21,Single,Bachelors degree,Computer & Mathematical,$87500 - $99999,1~3,1~3,1~3,4~8,1~3,12720,Sunny,6PM,Coffee House,2h,0,12720,No Urgent Place,Friend(s),0,0,0,1
14751,Female,50plus,Single,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,14751,Sunny,10PM,Carry out & Take away,1d,0,14751,Home,Alone,1,1,0,1
14179,Male,26,Single,Associates degree,Unemployed,Less than $12500,less1,never,1~3,less1,less1,14179,Sunny,6PM,Restaurant(20-50),2h,0,14179,Home,Alone,1,0,0,1
16716,Female,31,Married partner,Associates degree,Unemployed,$37500 - $49999,never,1~3,1~3,1~3,1~3,16716,Sunny,10PM,Coffee House,1d,0,16716,No Urgent Place,Friend(s),0,0,0,1
19232,Male,50plus,Married partner,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,19232,Sunny,2PM,Bar,1d,1,19232,No Urgent Place,Partner,0,0,0,1
22558,Female,26,Married partner,Bachelors degree,Office & Administrative Support,$50000 - $62499,never,less1,1~3,1~3,never,22558,Rainy,10PM,Coffee House,2h,0,22558,Home,Alone,0,0,1,0
21806,Male,36,Married partner,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,21806,Sunny,10AM,Carry out & Take away,2h,1,21806,No Urgent Place,Friend(s),0,0,0,1
21518,Female,below21,Single,Bachelors degree,Student,$12500 - $24999,gt8,1~3,less1,4~8,gt8,21518,Sunny,7AM,Restaurant(20-50),2h,1,21518,Work,Alone,0,0,1,0
11264,Male,50plus,Widowed,Some college - no degree,Construction & Extraction,Less than $12500,never,never,less1,1~3,less1,11264,Sunny,2PM,Coffee House,2h,0,11264,No Urgent Place,Friend(s),1,0,0,1
21107,Male,21,Single,Some college - no degree,Computer & Mathematical,Less than $12500,never,4~8,4~8,4~8,never,21107,Rainy,10AM,Bar,1d,0,21107,No Urgent Place,Alone,1,0,0,1
21138,Male,50plus,Single,Bachelors degree,Management,$100000 or More,1~3,4~8,4~8,1~3,less1,21138,Sunny,6PM,Restaurant(20-50),1d,1,21138,Home,Alone,0,0,1,0
12090,Female,36,Divorced,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,never,gt8,gt8,gt8,1~3,12090,Sunny,7AM,Bar,1d,0,12090,Work,Alone,1,1,0,1
17366,Male,26,Married partner,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,17366,Sunny,6PM,Bar,2h,0,17366,Home,Alone,0,0,1,0
15475,Male,26,Single,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,1~3,1~3,15475,Sunny,7AM,Carry out & Take away,1d,0,15475,Work,Alone,1,1,0,1
21714,Female,21,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,less1,gt8,4~8,never,21714,Sunny,10PM,Bar,1d,1,21714,No Urgent Place,Friend(s),1,0,0,1
15909,Female,21,Married partner,Some college - no degree,Unemployed,$87500 - $99999,less1,1~3,1~3,4~8,4~8,15909,Sunny,6PM,Coffee House,2h,1,15909,Home,Alone,1,1,0,1
15872,Female,26,Married partner,Graduate degree (Masters or Doctorate),Community & Social Services,$50000 - $62499,less1,less1,less1,gt8,less1,15872,Sunny,7AM,Coffee House,1d,0,15872,Work,Alone,1,0,0,1
19086,Female,26,Married partner,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,19086,Rainy,7AM,Bar,1d,1,19086,Work,Alone,1,1,0,1
22351,Female,31,Single,Bachelors degree,Education&Training&Library,$25000 - $37499,less1,4~8,less1,4~8,1~3,22351,Sunny,10AM,Carry out & Take away,2h,0,22351,No Urgent Place,Friend(s),0,0,0,1
20009,Female,36,Divorced,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,less1,never,20009,Snowy,7AM,Carry out & Take away,1d,1,20009,Work,Alone,1,0,1,0
17677,Male,36,Single,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,17677,Snowy,6PM,Coffee House,1d,0,17677,Home,Alone,1,0,0,1
19513,Male,31,Unmarried partner,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,19513,Rainy,10AM,Coffee House,1d,1,19513,No Urgent Place,Alone,1,0,0,1
20821,Female,26,Married partner,Graduate degree (Masters or Doctorate),Student,$87500 - $99999,never,4~8,less1,4~8,less1,20821,Rainy,6PM,Bar,2h,0,20821,No Urgent Place,Partner,1,0,0,1
22260,Male,50plus,Married partner,Some college - no degree,Business & Financial,$100000 or More,less1,1~3,4~8,1~3,1~3,22260,Sunny,7AM,Restaurant(20-50),2h,1,22260,Work,Alone,0,0,1,0
12822,Female,50plus,Married partner,Bachelors degree,Life Physical Social Science,$50000 - $62499,less1,never,4~8,less1,less1,12822,Sunny,2PM,Restaurant(<20),1d,1,12822,No Urgent Place,Alone,0,0,0,1
22429,Male,31,Married partner,Some college - no degree,Protective Service,$100000 or More,1~3,less1,4~8,1~3,4~8,22429,Rainy,10PM,Coffee House,2h,1,22429,Home,Alone,0,0,1,0
18738,Female,41,Married partner,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,less1,1~3,4~8,1~3,less1,18738,Rainy,10PM,Bar,1d,0,18738,No Urgent Place,Kid(s),1,0,0,1
13873,Female,26,Married partner,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,never,1~3,1~3,4~8,less1,13873,Sunny,10AM,Coffee House,2h,1,13873,No Urgent Place,Partner,0,0,0,1
18050,Male,31,Single,Some college - no degree,Unemployed,$12500 - $24999,1~3,less1,4~8,less1,never,18050,Snowy,6PM,Coffee House,1d,0,18050,Home,Alone,1,0,0,1
10415,Male,50plus,Married partner,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,10415,Sunny,2PM,Carry out & Take away,1d,1,10415,No Urgent Place,Friend(s),1,0,0,1
20685,Male,26,Married partner,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,20685,Sunny,10AM,Coffee House,2h,0,20685,No Urgent Place,Alone,1,0,0,1
11565,Female,21,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,1~3,1~3,1~3,11565,Sunny,7AM,Restaurant(<20),1d,1,11565,Work,Alone,0,0,0,1
14029,Male,31,Married partner,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,14029,Sunny,6PM,Restaurant(<20),1d,1,14029,No Urgent Place,Partner,0,0,0,1
14979,Male,21,Single,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3,14979,Sunny,7AM,Carry out & Take away,1d,1,14979,Work,Alone,1,1,0,1
16704,Male,21,Single,High School Graduate,Unemployed,Less than $12500,4~8,gt8,less1,1~3,never,16704,Sunny,7AM,Bar,1d,1,16704,Work,Alone,1,1,0,1
19408,Female,50plus,Divorced,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,19408,Sunny,10AM,Carry out & Take away,1d,1,19408,No Urgent Place,Alone,1,0,0,1
15682,Male,21,Single,High School Graduate,Student,$50000 - $62499,never,1~3,gt8,4~8,never,15682,Sunny,6PM,Coffee House,1d,1,15682,Home,Alone,0,0,1,0
20259,Female,31,Married partner,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,20259,Sunny,6PM,Restaurant(20-50),2h,0,20259,Home,Kid(s),1,0,1,0
15703,Female,26,Married partner,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,4~8,1~3,4~8,4~8,1~3,15703,Sunny,10AM,Restaurant(20-50),2h,0,15703,No Urgent Place,Partner,0,0,0,1
18571,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,18571,Snowy,10PM,Carry out & Take away,1d,1,18571,No Urgent Place,Friend(s),1,0,0,1
18772,Female,50plus,Single,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,1~3,1~3,less1,1~3,less1,18772,Sunny,6PM,Carry out & Take away,2h,0,18772,Home,Alone,1,0,1,0
13309,Male,21,Single,Some college - no degree,Student,$50000 - $62499,never,4~8,4~8,1~3,less1,13309,Sunny,6PM,Coffee House,2h,0,13309,Home,Alone,0,0,0,1
14296,Male,21,Unmarried partner,Bachelors degree,Education&Training&Library,$12500 - $24999,1~3,4~8,4~8,4~8,never,14296,Sunny,6PM,Restaurant(<20),2h,1,14296,Home,Alone,0,0,1,0
14778,Male,50plus,Married partner,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,14778,Sunny,6PM,Coffee House,2h,0,14778,Home,Alone,1,1,0,1
18010,Male,26,Unmarried partner,Bachelors degree,Management,$25000 - $37499,1~3,never,4~8,never,1~3,18010,Rainy,7AM,Restaurant(<20),2h,0,18010,Work,Alone,1,1,0,1
14610,Male,36,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,never,never,1~3,1~3,less1,14610,Sunny,7AM,Coffee House,1d,0,14610,Work,Alone,1,0,0,1
21670,Female,41,Married partner,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never,21670,Sunny,6PM,Restaurant(<20),2h,1,21670,No Urgent Place,Kid(s),1,0,0,1
14532,Female,46,Married partner,Some college - no degree,Personal Care & Service,$37500 - $49999,never,less1,less1,1~3,less1,14532,Sunny,2PM,Coffee House,2h,1,14532,No Urgent Place,Kid(s),1,0,0,1
17064,Male,26,Married partner,Associates degree,Building & Grounds Cleaning & Maintenance,$37500 - $49999,less1,less1,1~3,1~3,less1,17064,Sunny,6PM,Coffee House,2h,0,17064,No Urgent Place,Alone,0,0,0,1
10335,Female,21,Unmarried partner,Associates degree,Student,$75000 - $87499,never,less1,1~3,1~3,less1,10335,Sunny,6PM,Restaurant(20-50),1d,1,10335,Home,Alone,1,0,0,1
10982,Female,36,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,less1,less1,1~3,4~8,less1,10982,Sunny,6PM,Restaurant(20-50),1d,0,10982,Home,Alone,1,0,0,1
16669,Male,21,Single,Bachelors degree,Student,$37500 - $49999,less1,1~3,4~8,1~3,less1,16669,Sunny,6PM,Coffee House,1d,1,16669,No Urgent Place,Alone,0,0,0,1
20071,Female,50plus,Single,Some college - no degree,Unemployed,Less than $12500,never,1~3,less1,1~3,less1,20071,Rainy,7AM,Carry out & Take away,2h,0,20071,Work,Alone,1,0,1,0
22178,Male,26,Single,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,22178,Rainy,10AM,Bar,1d,1,22178,No Urgent Place,Alone,1,0,0,1
15816,Male,31,Married partner,Bachelors degree,Architecture & Engineering,$87500 - $99999,less1,less1,4~8,less1,less1,15816,Sunny,2PM,Coffee House,2h,0,15816,No Urgent Place,Kid(s),1,0,0,1
21562,Male,31,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$50000 - $62499,1~3,gt8,4~8,1~3,less1,21562,Rainy,10PM,Coffee House,2h,0,21562,Home,Alone,0,0,1,0
20040,Male,26,Married partner,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,less1,gt8,4~8,gt8,1~3,20040,Sunny,6PM,Carry out & Take away,1d,1,20040,Home,Alone,0,0,0,1
21137,Male,50plus,Single,Bachelors degree,Management,$100000 or More,1~3,4~8,4~8,1~3,less1,21137,Snowy,10PM,Carry out & Take away,1d,1,21137,Home,Alone,1,1,0,1
10046,Male,46,Single,Some college - no degree,Student,$12500 - $24999,never,4~8,1~3,1~3,never,10046,Sunny,10AM,Bar,1d,0,10046,No Urgent Place,Friend(s),0,0,0,1
20201,Female,50plus,Widowed,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,never,1~3,4~8,less1,20201,Rainy,7AM,Carry out & Take away,2h,1,20201,Work,Alone,1,0,1,0
14326,Female,46,Single,Some college - no degree,Protective Service,$25000 - $37499,1~3,never,4~8,1~3,1~3,14326,Sunny,7AM,Coffee House,1d,0,14326,Work,Alone,1,0,0,1
11401,Female,50plus,Widowed,High School Graduate,Retired,$12500 - $24999,never,less1,1~3,4~8,less1,11401,Sunny,2PM,Coffee House,2h,0,11401,No Urgent Place,Friend(s),0,0,0,1
19248,Male,26,Single,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,19248,Sunny,10AM,Coffee House,2h,0,19248,No Urgent Place,Alone,1,0,0,1
18202,Male,31,Single,Associates degree,Installation Maintenance & Repair,$37500 - $49999,1~3,4~8,1~3,1~3,less1,18202,Sunny,6PM,Carry out & Take away,2h,0,18202,Home,Alone,1,0,1,0
18366,Female,50plus,Married partner,Bachelors degree,Education&Training&Library,$12500 - $24999,less1,4~8,4~8,gt8,less1,18366,Snowy,6PM,Bar,1d,0,18366,No Urgent Place,Kid(s),1,0,0,1
14913,Female,31,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,4~8,4~8,never,14913,Sunny,7AM,Coffee House,2h,1,14913,Work,Alone,0,0,1,0
11327,Female,46,Single,Some college - no degree,Sales & Related,$37500 - $49999,never,less1,1~3,1~3,1~3,11327,Sunny,10AM,Bar,1d,0,11327,No Urgent Place,Friend(s),0,0,0,1
11723,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,less1,gt8,1~3,11723,Sunny,10AM,Carry out & Take away,2h,1,11723,No Urgent Place,Friend(s),1,0,0,1
21984,Female,21,Married partner,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,21984,Sunny,10AM,Restaurant(<20),2h,1,21984,No Urgent Place,Alone,0,0,0,1
11180,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,gt8,4~8,gt8,4~8,11180,Sunny,10AM,Carry out & Take away,2h,0,11180,No Urgent Place,Kid(s),1,0,0,1
14670,Female,below21,Unmarried partner,Some college - no degree,Student,$25000 - $37499,never,1~3,1~3,4~8,1~3,14670,Sunny,10PM,Restaurant(<20),2h,0,14670,Home,Alone,0,0,1,0
13627,Male,21,Single,Bachelors degree,Student,$62500 - $74999,4~8,4~8,1~3,1~3,less1,13627,Sunny,10AM,Carry out & Take away,2h,1,13627,No Urgent Place,Friend(s),1,0,0,1
17375,Male,below21,Unmarried partner,Some college - no degree,Student,$87500 - $99999,never,1~3,1~3,1~3,less1,17375,Sunny,10PM,Restaurant(<20),2h,1,17375,No Urgent Place,Friend(s),0,0,0,1
22631,Female,21,Unmarried partner,Bachelors degree,Unemployed,$37500 - $49999,never,4~8,1~3,1~3,less1,22631,Snowy,7AM,Coffee House,1d,1,22631,Work,Alone,0,0,1,0
18737,Female,41,Married partner,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,less1,1~3,4~8,1~3,less1,18737,Rainy,6PM,Carry out & Take away,2h,1,18737,No Urgent Place,Kid(s),1,0,0,1
10789,Female,46,Married partner,Some college - no degree,Sales & Related,$25000 - $37499,less1,less1,1~3,less1,never,10789,Sunny,10AM,Carry out & Take away,2h,1,10789,No Urgent Place,Friend(s),1,0,0,1
11515,Female,31,Unmarried partner,Bachelors degree,Legal,$100000 or More,never,less1,less1,1~3,1~3,11515,Sunny,6PM,Restaurant(20-50),1d,1,11515,Home,Alone,1,0,0,1
19024,Male,21,Single,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,19024,Sunny,10PM,Coffee House,1d,1,19024,No Urgent Place,Friend(s),1,0,0,1
12470,Female,21,Unmarried partner,Some college - no degree,Unemployed,$12500 - $24999,1~3,less1,1~3,1~3,less1,12470,Sunny,7AM,Restaurant(20-50),1d,0,12470,Work,Alone,1,0,0,1
18483,Female,50plus,Single,Graduate degree (Masters or Doctorate),Business & Financial,$37500 - $49999,less1,gt8,1~3,1~3,1~3,18483,Snowy,10PM,Carry out & Take away,1d,0,18483,No Urgent Place,Friend(s),1,0,0,1
15931,Female,21,Single,Some college - no degree,Student,Less than $12500,gt8,gt8,1~3,less1,never,15931,Sunny,10PM,Bar,1d,0,15931,Home,Alone,1,0,1,0
15581,Male,36,Married partner,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,less1,less1,less1,1~3,less1,15581,Sunny,10PM,Carry out & Take away,1d,1,15581,Home,Alone,0,0,1,0
13801,Male,21,Married partner,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1,13801,Sunny,10AM,Coffee House,2h,0,13801,No Urgent Place,Friend(s),0,0,0,1
12347,Female,31,Married partner,Some college - no degree,Education&Training&Library,$50000 - $62499,less1,1~3,4~8,4~8,less1,12347,Sunny,2PM,Restaurant(<20),1d,1,12347,No Urgent Place,Kid(s),1,0,0,1
13534,Female,21,Unmarried partner,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,less1,4~8,1~3,,less1,13534,Sunny,7AM,Restaurant(<20),1d,0,13534,Work,Alone,0,0,0,1
17092,Male,26,Single,Some college - no degree,Transportation & Material Moving,$62500 - $74999,4~8,less1,gt8,4~8,less1,17092,Sunny,10PM,Restaurant(<20),2h,1,17092,No Urgent Place,Friend(s),0,0,0,1
14965,Male,21,Single,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3,14965,Sunny,6PM,Restaurant(<20),1d,1,14965,No Urgent Place,Friend(s),1,0,0,1
14404,Female,21,Single,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,never,less1,1~3,never,14404,Sunny,10PM,Bar,1d,1,14404,Home,Alone,1,0,1,0
18469,Female,50plus,Married partner,Some college - no degree,Personal Care & Service,$87500 - $99999,never,gt8,less1,1~3,less1,18469,Rainy,7AM,Restaurant(<20),2h,0,18469,Work,Alone,1,1,0,1
14379,Male,21,Unmarried partner,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never,14379,Sunny,6PM,Coffee House,1d,0,14379,Home,Alone,0,0,1,0
15885,Male,31,Married partner,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,never,never,4~8,gt8,4~8,15885,Sunny,6PM,Coffee House,1d,0,15885,Home,Alone,0,0,0,1
21987,Female,21,Married partner,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,21987,Sunny,10PM,Restaurant(20-50),2h,0,21987,Home,Kid(s),1,0,0,1
21271,Male,31,Single,Some college - no degree,Transportation & Material Moving,$50000 - $62499,1~3,4~8,4~8,4~8,1~3,21271,Sunny,10PM,Restaurant(20-50),1d,1,21271,Home,Alone,0,0,0,1
15514,Male,21,Unmarried partner,Some college - no degree,Education&Training&Library,$25000 - $37499,4~8,less1,1~3,less1,never,15514,Sunny,6PM,Coffee House,2h,0,15514,Home,Alone,1,1,0,1
21046,Male,46,Single,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8,21046,Sunny,6PM,Carry out & Take away,1d,1,21046,Home,Alone,0,0,0,1
13161,Male,41,Married partner,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,1~3,1~3,1~3,4~8,less1,13161,Sunny,7AM,Carry out & Take away,2h,1,13161,Work,Alone,0,0,1,0
